lp;ID_Rosliny;Roslina;Lokalizacja_precyzyjna;Rodzaj_donicy;Lokalizacja_szczegolowa;Strefa_glowna;Pietro
379;P10_R379;Epipremnum;6;Florama 3;;Openspace;10
380;P10_R380;Epipremnum;6;Florama 3;;Openspace;10
381;P10_R381;Epipremnum;6;Florama 3;;Openspace;10
382;P10_R382;Epipremnum;6;Florama 3;;Openspace;10
383;P10_R383;Epipremnum;6;Florama 3;;Openspace;10
384;P10_R384;Epipremnum;6;Florama 3;;Openspace;10
385;P10_R385;Epipremnum;6;Florama 3;;Openspace;10
386;P10_R386;Epipremnum;6;Florama 3;;Openspace;10
387;P10_R387;Epipremnum;6;Florama 3;;Openspace;10
388;P10_R388;Epipremnum;6;Florama 3;;Openspace;10
389;P10_R389;Epipremnum;6;Florama 3;;Openspace;10
390;P10_R390;Juka;;Wolnostojąca;Sala 10.11;Salki;10
391;P10_R391;Ficys cyathistipula;;Wolnostojąca;Sala 10.12;Salki;10
392;P10_R392;Aglaonema;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
393;P10_R393;Aglaonema;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
394;P10_R394;Aglaonema;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
395;P10_R395;Aglaonema;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
396;P10_R396;Epipremnum;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
397;P10_R397;Epipremnum;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
398;P10_R398;Epipremnum;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
399;P10_R399;Epipremnum;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
400;P10_R400;Asplenium;Lewa;Podwieszona pod oknami;Sala 10.13;Salki;10
401;P10_R401;Aglaonema;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
402;P10_R402;Aglaonema;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
403;P10_R403;Aglaonema;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
404;P10_R404;Aglaonema;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
405;P10_R405;Epipremnum;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
406;P10_R406;Epipremnum;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
407;P10_R407;Epipremnum;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
408;P10_R408;Epipremnum;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
409;P10_R409;Epipremnum;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
410;P10_R410;Asplenium;Prawa;Podwieszona pod oknami;Sala 10.13;Salki;10
411;P10_R411;Epipremnum;;Konstrukcja;THB Południe;THB;10
412;P10_R412;Epipremnum;;Konstrukcja;THB Południe;THB;10
413;P10_R413;Epipremnum;;Konstrukcja;THB Południe;THB;10
414;P10_R414;Epipremnum;;Konstrukcja;THB Południe;THB;10
415;P10_R415;Epipremnum;;Konstrukcja;THB Południe;THB;10
416;P10_R416;Epipremnum;;Konstrukcja;THB Południe;THB;10
417;P10_R417;Epipremnum;;Konstrukcja;THB Południe;THB;10
418;P10_R418;Epipremnum;;Konstrukcja;THB Południe;THB;10
419;P10_R419;Epipremnum;;Konstrukcja;THB Południe;THB;10
420;P10_R420;Epipremnum;;Konstrukcja;THB Południe;THB;10
421;P10_R421;Epipremnum;;Konstrukcja;THB Południe;THB;10
422;P10_R422;Epipremnum;;Konstrukcja;THB Południe;THB;10
423;P10_R423;Epipremnum;;Konstrukcja;THB Południe;THB;10
424;P10_R424;Epipremnum;;Konstrukcja;THB Południe;THB;10
425;P10_R425;Epipremnum;;Konstrukcja;THB Południe;THB;10
426;P10_R426;Epipremnum;;Konstrukcja;THB Południe;THB;10
427;P10_R427;Epipremnum;;Konstrukcja;THB Południe;THB;10
428;P10_R428;Epipremnum;;Konstrukcja;THB Południe;THB;10
429;P10_R429;Epipremnum;;Konstrukcja;THB Południe;THB;10
430;P10_R430;Epipremnum;;Konstrukcja;THB Południe;THB;10
431;P10_R431;Epipremnum;;Konstrukcja;THB Południe;THB;10
432;P10_R432;Epipremnum;;Konstrukcja;THB Południe;THB;10
433;P10_R433;Epipremnum;;Konstrukcja;THB Południe;THB;10
434;P10_R434;Epipremnum;;Konstrukcja;THB Południe;THB;10
435;P10_R435;Epipremnum;;Konstrukcja;THB Południe;THB;10
436;P10_R436;Epipremnum;;Konstrukcja;THB Południe;THB;10
437;P10_R437;Epipremnum;;Konstrukcja;THB Południe;THB;10
438;P10_R438;Epipremnum;;Konstrukcja;THB Południe;THB;10
439;P10_R439;Epipremnum;;Konstrukcja;THB Południe;THB;10
440;P10_R440;Epipremnum;;Konstrukcja;THB Południe;THB;10
441;P10_R441;Epipremnum;;Konstrukcja;THB Południe;THB;10
442;P10_R442;Epipremnum;;Konstrukcja;THB Południe;THB;10
443;P10_R443;Epipremnum;1;Z kratką przy elewacji;THB Południe;THB;10
444;P10_R444;Epipremnum;1;Z kratką przy elewacji;THB Południe;THB;10
445;P10_R445;Epipremnum;1;Z kratką przy elewacji;THB Południe;THB;10
446;P10_R446;Epipremnum;2;Z kratką przy elewacji;THB Południe;THB;10
447;P10_R447;Epipremnum;2;Z kratką przy elewacji;THB Południe;THB;10
448;P10_R448;Epipremnum;2;Z kratką przy elewacji;THB Południe;THB;10
449;P10_R449;Epipremnum;3;Z kratką przy elewacji;THB Południe;THB;10
450;P10_R450;Epipremnum;3;Z kratką przy elewacji;THB Południe;THB;10
451;P10_R451;Epipremnum;3;Z kratką przy elewacji;THB Południe;THB;10
452;P10_R452;Aglaonema;7;Florama 1;;Openspace;10
453;P10_R453;Aglaonema;7;Florama 1;;Openspace;10
454;P10_R454;Aglaonema;7;Florama 1;;Openspace;10
455;P10_R455;Aglaonema;7;Florama 1;;Openspace;10
456;P10_R456;Aglaonema;7;Florama 1;;Openspace;10
457;P10_R457;Aglaonema;7;Florama 1;;Openspace;10
458;P10_R458;Aglaonema;7;Florama 1;;Openspace;10
459;P10_R459;Epipremnum;7;Florama 1;;Openspace;10
460;P10_R460;Epipremnum;7;Florama 1;;Openspace;10
461;P10_R461;Epipremnum;7;Florama 1;;Openspace;10
462;P10_R462;Epipremnum;7;Florama 1;;Openspace;10
463;P10_R463;Epipremnum;7;Florama 1;;Openspace;10
464;P10_R464;Epipremnum;7;Florama 1;;Openspace;10
465;P10_R465;Epipremnum;7;Florama 1;;Openspace;10
466;P10_R466;Epipremnum;7;Florama 1;;Openspace;10
467;P10_R467;Epipremnum;7;Florama 1;;Openspace;10
468;P10_R468;Epipremnum;7;Florama 1;;Openspace;10
469;P10_R469;Epipremnum;7;Florama 1;;Openspace;10
470;P10_R470;Aglaonema;8;Florama 2;;Openspace;10
471;P10_R471;Aglaonema;8;Florama 2;;Openspace;10
472;P10_R472;Aglaonema;8;Florama 2;;Openspace;10
473;P10_R473;Aglaonema;8;Florama 2;;Openspace;10
474;P10_R474;Aglaonema;8;Florama 2;;Openspace;10
475;P10_R475;Epipremnum;8;Florama 2;;Openspace;10
476;P10_R476;Epipremnum;8;Florama 2;;Openspace;10
477;P10_R477;Epipremnum;8;Florama 2;;Openspace;10
478;P10_R478;Epipremnum;8;Florama 2;;Openspace;10
479;P10_R479;Aglaonema;9;Florama 3;;Openspace;10
480;P10_R480;Aglaonema;9;Florama 3;;Openspace;10
481;P10_R481;Aglaonema;9;Florama 3;;Openspace;10
482;P10_R482;Aglaonema;9;Florama 3;;Openspace;10
483;P10_R483;Aglaonema;9;Florama 3;;Openspace;10
484;P10_R484;Epipremnum;9;Florama 3;;Openspace;10
485;P10_R485;Epipremnum;9;Florama 3;;Openspace;10
486;P10_R486;Epipremnum;9;Florama 3;;Openspace;10
487;P10_R487;Epipremnum;9;Florama 3;;Openspace;10
488;P10_R488;Epipremnum;9;Florama 3;;Openspace;10
489;P10_R489;Epipremnum;9;Florama 3;;Openspace;10
490;P10_R490;Epipremnum;9;Florama 3;;Openspace;10
491;P10_R491;Epipremnum;9;Florama 3;;Openspace;10
492;P10_R492;Epipremnum;9;Florama 3;;Openspace;10
493;P10_R493;Epipremnum;9;Florama 3;;Openspace;10
494;P10_R494;Epipremnum;9;Florama 3;;Openspace;10
495;P10_R495;Epipremnum;9;Florama 3;;Openspace;10
496;P10_R496;Epipremnum;9;Florama 3;;Openspace;10
497;P10_R497;Zamioculcas;5;Na szczytach biurek;;Openspace;10
498;P10_R498;Zamioculcas;5;Na szczytach biurek;;Openspace;10
499;P10_R499;Zamioculcas;5;Na szczytach biurek;;Openspace;10
500;P10_R500;Zamioculcas;5;Na szczytach biurek;;Openspace;10
501;P10_R501;Monstera;5;Na szczytach biurek;;Openspace;10
502;P10_R502;Monstera;5;Na szczytach biurek;;Openspace;10
503;P10_R503;Asplenium;6;Na szczytach biurek;;Openspace;10
504;P10_R504;Asplenium;6;Na szczytach biurek;;Openspace;10
505;P10_R505;Zamioculcas;6;Na szczytach biurek;;Openspace;10
506;P10_R506;Zamioculcas;6;Na szczytach biurek;;Openspace;10
507;P10_R507;Zamioculcas;6;Na szczytach biurek;;Openspace;10
508;P10_R508;Zamioculcas;7;Na szczytach biurek;;Openspace;10
509;P10_R509;Monstera;7;Na szczytach biurek;;Openspace;10
510;P10_R510;Monstera;7;Na szczytach biurek;;Openspace;10
511;P10_R511;Aglaonema;7;Na szczytach biurek;;Openspace;10
512;P10_R512;Asplenium;7;Na szczytach biurek;;Openspace;10
513;P10_R513;Asplenium;8;Na szczytach biurek;;Openspace;10
514;P10_R514;Zamioculcas;8;Na szczytach biurek;;Openspace;10
515;P10_R515;Zamioculcas;8;Na szczytach biurek;;Openspace;10
516;P10_R516;Zamioculcas;8;Na szczytach biurek;;Openspace;10
517;P10_R517;Zamioculcas;8;Na szczytach biurek;;Openspace;10
518;P10_R518;Monstera;9;Na szczytach biurek;;Openspace;10
519;P10_R519;Monstera;9;Na szczytach biurek;;Openspace;10
520;P10_R520;Asplenium;9;Na szczytach biurek;;Openspace;10
521;P10_R521;Asplenium;9;Na szczytach biurek;;Openspace;10
522;P10_R522;Fikus lyrata;;Wolnostojąca;Narożnik zachodni;Openspace;10
523;P10_R523;Epipremnum;1;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
524;P10_R524;Epipremnum;1;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
525;P10_R525;Epipremnum;1;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
526;P10_R526;Epipremnum;2;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
527;P10_R527;Epipremnum;2;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
528;P10_R528;Epipremnum;2;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
529;P10_R529;Epipremnum;3;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
530;P10_R530;Epipremnum;3;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
531;P10_R531;Epipremnum;3;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
532;P10_R532;Epipremnum;4;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
533;P10_R533;Epipremnum;4;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
534;P10_R534;Epipremnum;4;Z kratką przy elewacji;Narożnik zachodni;Openspace;10
535;P10_R535;Aglaonema;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
536;P10_R536;Aglaonema;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
537;P10_R537;Aglaonema;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
538;P10_R538;Epipremnum;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
539;P10_R539;Epipremnum;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
540;P10_R540;Epipremnum;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
541;P10_R541;Epipremnum;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
542;P10_R542;Epipremnum;Lewa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
543;P10_R543;Aglaonema;Lewa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
544;P10_R544;Aglaonema;Lewa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
545;P10_R545;Epipremnum;Lewa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
546;P10_R546;Epipremnum;Lewa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
547;P10_R547;Epipremnum;Lewa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
548;P10_R548;Epipremnum;Lewa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
549;P10_R549;Aglaonema;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
550;P10_R550;Aglaonema;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
551;P10_R551;Epipremnum;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
552;P10_R552;Epipremnum;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
553;P10_R553;Epipremnum;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
554;P10_R554;Epipremnum;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
555;P10_R555;Asplenium;Prawa od środka;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
556;P10_R556;Aglaonema;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
557;P10_R557;Aglaonema;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
558;P10_R558;Aglaonema;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
559;P10_R559;Epipremnum;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
560;P10_R560;Epipremnum;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
561;P10_R561;Epipremnum;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
562;P10_R562;Epipremnum;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
563;P10_R563;Epipremnum;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
564;P10_R564;Asplenium;Prawa zewnętrzna;Podwieszona pod oknami;Narożnik zachodni;Openspace;10
565;P10_R565;Juka;;Wolnostojąca;Sala 10.14;Salki;10
566;P10_R566;Zamioculcas;10;Na szczytach biurek;;Openspace;10
567;P10_R567;Zamioculcas;10;Na szczytach biurek;;Openspace;10
568;P10_R568;Zamioculcas;10;Na szczytach biurek;;Openspace;10
569;P10_R569;Zamioculcas;10;Na szczytach biurek;;Openspace;10
570;P10_R570;Zamioculcas;11;Na szczytach biurek;;Openspace;10
571;P10_R571;Monstera;11;Na szczytach biurek;;Openspace;10
572;P10_R572;Monstera;11;Na szczytach biurek;;Openspace;10
573;P10_R573;asplenium;11;Na szczytach biurek;;Openspace;10
574;P10_R574;asplenium;12;Na szczytach biurek;;Openspace;10
575;P10_R575;asplenium;12;Na szczytach biurek;;Openspace;10
576;P10_R576;Zamioculcas;12;Na szczytach biurek;;Openspace;10
577;P10_R577;Zamioculcas;12;Na szczytach biurek;;Openspace;10
578;P10_R578;Zamioculcas;13;Na szczytach biurek;;Openspace;10
579;P10_R579;Zamioculcas;13;Na szczytach biurek;;Openspace;10
580;P10_R580;Zamioculcas;13;Na szczytach biurek;;Openspace;10
581;P10_R581;Monstera;13;Na szczytach biurek;;Openspace;10
582;P10_R582;Monstera;14;Na szczytach biurek;;Openspace;10
583;P10_R583;asplenium;14;Na szczytach biurek;;Openspace;10
584;P10_R584;asplenium;14;Na szczytach biurek;;Openspace;10
585;P10_R585;asplenium;14;Na szczytach biurek;;Openspace;10
586;P10_R586;Aglaonema;10;Florama 1;;Openspace;10
587;P10_R587;Aglaonema;10;Florama 1;;Openspace;10
588;P10_R588;Aglaonema;10;Florama 1;;Openspace;10
589;P10_R589;Aglaonema;10;Florama 1;;Openspace;10
590;P10_R590;Aglaonema;10;Florama 1;;Openspace;10
591;P10_R591;Aglaonema;10;Florama 1;;Openspace;10
592;P10_R592;Aglaonema;10;Florama 1;;Openspace;10
593;P10_R593;Aglaonema;10;Florama 1;;Openspace;10
594;P10_R594;Aglaonema;10;Florama 1;;Openspace;10
595;P10_R595;Epipremnum;10;Florama 1;;Openspace;10
596;P10_R596;Epipremnum;10;Florama 1;;Openspace;10
597;P10_R597;Epipremnum;10;Florama 1;;Openspace;10
598;P10_R598;Epipremnum;10;Florama 1;;Openspace;10
599;P10_R599;Epipremnum;10;Florama 1;;Openspace;10
600;P10_R600;Epipremnum;10;Florama 1;;Openspace;10
601;P10_R601;Epipremnum;10;Florama 1;;Openspace;10
602;P10_R602;Epipremnum;10;Florama 1;;Openspace;10
603;P10_R603;Epipremnum;10;Florama 1;;Openspace;10
604;P10_R604;Aglaonema;11;Florama 2;;Openspace;10
605;P10_R605;Aglaonema;11;Florama 2;;Openspace;10
606;P10_R606;Aglaonema;11;Florama 2;;Openspace;10
607;P10_R607;Aglaonema;11;Florama 2;;Openspace;10
608;P10_R608;Epipremnum;11;Florama 2;;Openspace;10
609;P10_R609;Epipremnum;11;Florama 2;;Openspace;10
610;P10_R610;Epipremnum;11;Florama 2;;Openspace;10
611;P10_R611;Epipremnum;11;Florama 2;;Openspace;10
612;P10_R612;Epipremnum;11;Florama 2;;Openspace;10
613;P10_R613;Aglaonema;12;Florama 3;;Openspace;10
614;P10_R614;Aglaonema;12;Florama 3;;Openspace;10
615;P10_R615;Aglaonema;12;Florama 3;;Openspace;10
616;P10_R616;Aglaonema;12;Florama 3;;Openspace;10
617;P10_R617;Epipremnum;12;Florama 3;;Openspace;10
618;P10_R618;Epipremnum;12;Florama 3;;Openspace;10
619;P10_R619;Epipremnum;12;Florama 3;;Openspace;10
620;P10_R620;Epipremnum;12;Florama 3;;Openspace;10
621;P10_R621;Epipremnum;12;Florama 3;;Openspace;10
622;P10_R622;Fikus cyathistipula;;Wolnostojąca;Sala 10.19;Salki;10
623;P10_R623;Aglaonema;13;Florama 1;;Openspace;10
624;P10_R624;Aglaonema;13;Florama 1;;Openspace;10
625;P10_R625;Aglaonema;13;Florama 1;;Openspace;10
626;P10_R626;Aglaonema;13;Florama 1;;Openspace;10
627;P10_R627;Aglaonema;13;Florama 1;;Openspace;10
628;P10_R628;Epipremnum;13;Florama 1;;Openspace;10
629;P10_R629;Epipremnum;13;Florama 1;;Openspace;10
630;P10_R630;Epipremnum;13;Florama 1;;Openspace;10
631;P10_R631;Epipremnum;13;Florama 1;;Openspace;10
632;P10_R632;Aglaonema;14;Florama 2;;Openspace;10
633;P10_R633;Aglaonema;14;Florama 2;;Openspace;10
634;P10_R634;Aglaonema;14;Florama 2;;Openspace;10
635;P10_R635;Aglaonema;14;Florama 2;;Openspace;10
636;P10_R636;Epipremnum;14;Florama 2;;Openspace;10
637;P10_R637;Epipremnum;14;Florama 2;;Openspace;10
638;P10_R638;Epipremnum;14;Florama 2;;Openspace;10
639;P10_R639;Epipremnum;14;Florama 2;;Openspace;10
640;P10_R640;Epipremnum;14;Florama 2;;Openspace;10
641;P10_R641;Aglaonema;15;Florama 3;;Openspace;10
642;P10_R642;Aglaonema;15;Florama 3;;Openspace;10
643;P10_R643;Aglaonema;15;Florama 3;;Openspace;10
644;P10_R644;Aglaonema;15;Florama 3;;Openspace;10
645;P10_R645;Aglaonema;15;Florama 3;;Openspace;10
646;P10_R646;Aglaonema;15;Florama 3;;Openspace;10
647;P10_R647;Epipremnum;15;Florama 3;;Openspace;10
648;P10_R648;Epipremnum;15;Florama 3;;Openspace;10
649;P10_R649;Epipremnum;15;Florama 3;;Openspace;10
650;P10_R650;Epipremnum;15;Florama 3;;Openspace;10
651;P10_R651;Epipremnum;15;Florama 3;;Openspace;10
652;P10_R652;Epipremnum;15;Florama 3;;Openspace;10
653;P10_R653;Epipremnum;15;Florama 3;;Openspace;10
654;P10_R654;Epipremnum;15;Florama 3;;Openspace;10
655;P10_R655;Epipremnum;15;Florama 3;;Openspace;10
656;P10_R656;Epipremnum;15;Florama 3;;Openspace;10
657;P10_R657;Epipremnum;15;Florama 3;;Openspace;10
658;P10_R658;Epipremnum;15;Florama 3;;Openspace;10
659;P10_R659;Zamioculcas;15;Na szczytach biurek;;Openspace;10
660;P10_R660;Zamioculcas;15;Na szczytach biurek;;Openspace;10
661;P10_R661;Zamioculcas;15;Na szczytach biurek;;Openspace;10
662;P10_R662;Zamioculcas;15;Na szczytach biurek;;Openspace;10
663;P10_R663;Monstera;16;Na szczytach biurek;;Openspace;10
664;P10_R664;Monstera;16;Na szczytach biurek;;Openspace;10
665;P10_R665;Aglaonema;16;Na szczytach biurek;;Openspace;10
666;P10_R666;Asplenium;16;Na szczytach biurek;;Openspace;10
667;P10_R667;Asplenium;16;Na szczytach biurek;;Openspace;10
668;P10_R668;Juka;;Wolnostojąca;Sala 10.21;Salki;10
669;P10_R669;Asplenium;;Wolnostojąca;Sala 10.21;Salki;10
670;P10_R670;Asplenium;;Wolnostojąca;Sala 10.21;Salki;10
671;P10_R671;Epipremnum;1;Mobilna z kratką;;Openspace;10
672;P10_R672;Epipremnum;1;Mobilna z kratką;;Openspace;10
673;P10_R673;Epipremnum;1;Mobilna z kratką;;Openspace;10
674;P10_R674;Epipremnum;1;Mobilna z kratką;;Openspace;10
675;P10_R675;Epipremnum;2;Mobilna z kratką;;Openspace;10
676;P10_R676;Epipremnum;2;Mobilna z kratką;;Openspace;10
677;P10_R677;Epipremnum;2;Mobilna z kratką;;Openspace;10
678;P10_R678;Epipremnum;2;Mobilna z kratką;;Openspace;10
679;P10_R679;Aglaonema;16;Florama 1;;Openspace;10
680;P10_R680;Aglaonema;16;Florama 1;;Openspace;10
681;P10_R681;Aglaonema;16;Florama 1;;Openspace;10
682;P10_R682;Aglaonema;16;Florama 1;;Openspace;10
683;P10_R683;Aglaonema;16;Florama 1;;Openspace;10
684;P10_R684;Aglaonema;16;Florama 1;;Openspace;10
685;P10_R685;Aglaonema;16;Florama 1;;Openspace;10
686;P10_R686;Epipremnum;16;Florama 1;;Openspace;10
687;P10_R687;Epipremnum;16;Florama 1;;Openspace;10
688;P10_R688;Epipremnum;16;Florama 1;;Openspace;10
689;P10_R689;Epipremnum;16;Florama 1;;Openspace;10
690;P10_R690;Epipremnum;16;Florama 1;;Openspace;10
691;P10_R691;Epipremnum;16;Florama 1;;Openspace;10
692;P10_R692;Epipremnum;16;Florama 1;;Openspace;10
693;P10_R693;Epipremnum;16;Florama 1;;Openspace;10
694;P10_R694;Epipremnum;16;Florama 1;;Openspace;10
695;P10_R695;Epipremnum;16;Florama 1;;Openspace;10
696;P10_R696;Epipremnum;16;Florama 1;;Openspace;10
697;P10_R697;Aglaonema;17;Florama 2;;Openspace;10
698;P10_R698;Aglaonema;17;Florama 2;;Openspace;10
699;P10_R699;Aglaonema;17;Florama 2;;Openspace;10
700;P10_R700;Epipremnum;17;Florama 2;;Openspace;10
701;P10_R701;Epipremnum;17;Florama 2;;Openspace;10
702;P10_R702;Epipremnum;17;Florama 2;;Openspace;10
703;P10_R703;Epipremnum;17;Florama 2;;Openspace;10
704;P10_R704;Epipremnum;17;Florama 2;;Openspace;10
705;P10_R705;Epipremnum;17;Florama 2;;Openspace;10
706;P10_R706;Aglaonema;18;Florama 3;;Openspace;10
707;P10_R707;Aglaonema;18;Florama 3;;Openspace;10
708;P10_R708;Aglaonema;18;Florama 3;;Openspace;10
709;P10_R709;Aglaonema;18;Florama 3;;Openspace;10
710;P10_R710;Aglaonema;18;Florama 3;;Openspace;10
711;P10_R711;Aglaonema;18;Florama 3;;Openspace;10
712;P10_R712;Aglaonema;18;Florama 3;;Openspace;10
713;P10_R713;Aglaonema;18;Florama 3;;Openspace;10
714;P10_R714;Aglaonema;18;Florama 3;;Openspace;10
715;P10_R715;Aglaonema;18;Florama 3;;Openspace;10
716;P10_R716;Epipremnum;18;Florama 3;;Openspace;10
717;P10_R717;Epipremnum;18;Florama 3;;Openspace;10
718;P10_R718;Epipremnum;18;Florama 3;;Openspace;10
719;P10_R719;Epipremnum;18;Florama 3;;Openspace;10
720;P10_R720;Epipremnum;18;Florama 3;;Openspace;10
721;P10_R721;Epipremnum;18;Florama 3;;Openspace;10
722;P10_R722;Epipremnum;18;Florama 3;;Openspace;10
723;P10_R723;Epipremnum;18;Florama 3;;Openspace;10
724;P10_R724;Zamioculcas;17;Na szczytach biurek;;Openspace;10
725;P10_R725;Zamioculcas;17;Na szczytach biurek;;Openspace;10
726;P10_R726;Zamioculcas;17;Na szczytach biurek;;Openspace;10
727;P10_R727;Zamioculcas;17;Na szczytach biurek;;Openspace;10
728;P10_R728;Monstera;17;Na szczytach biurek;;Openspace;10
729;P10_R729;Monstera;18;Na szczytach biurek;;Openspace;10
730;P10_R730;Aglaonema;18;Na szczytach biurek;;Openspace;10
731;P10_R731;Asplenium;18;Na szczytach biurek;;Openspace;10
732;P10_R732;Asplenium;18;Na szczytach biurek;;Openspace;10
733;P10_R733;Zamioculcas;19;Na szczytach biurek;;Openspace;10
734;P10_R734;Zamioculcas;19;Na szczytach biurek;;Openspace;10
735;P10_R735;Zamioculcas;19;Na szczytach biurek;;Openspace;10
736;P10_R736;Zamioculcas;19;Na szczytach biurek;;Openspace;10
737;P10_R737;Monstera;20;Na szczytach biurek;;Openspace;10
738;P10_R738;Monstera;20;Na szczytach biurek;;Openspace;10
739;P10_R739;Aglaonema;20;Na szczytach biurek;;Openspace;10
740;P10_R740;Asplenium;20;Na szczytach biurek;;Openspace;10
741;P10_R741;Asplenium;21;Na szczytach biurek;;Openspace;10
742;P10_R742;Zamioculcas;21;Na szczytach biurek;;Openspace;10
743;P10_R743;Zamioculcas;21;Na szczytach biurek;;Openspace;10
744;P10_R744;Zamioculcas;21;Na szczytach biurek;;Openspace;10
745;P10_R745;Zamioculcas;22;Na szczytach biurek;;Openspace;10
746;P10_R746;Monstera;22;Na szczytach biurek;;Openspace;10
747;P10_R747;Monstera;22;Na szczytach biurek;;Openspace;10
748;P10_R748;Aglaonema;22;Na szczytach biurek;;Openspace;10
749;P10_R749;Asplenium;22;Na szczytach biurek;;Openspace;10
